run_id,geology_config_id,geology_name,snapshot_id,case_name,pred_total_energy,actual_total_energy,abs_err_total_energy,pred_discounted_revenue,actual_discounted_revenue,abs_err_discounted_revenue
764,74,v2.5_0111,run0764_iter0050,v2.5_cmaes_20260420_74_run0764,189698890792960.0,193487085502464.0,3788194709504.0,415592576.0,423511680.0,7919104.0
764,76,v2.5_1203,run0764_iter0050,v2.5_cmaes_20260420_76_run0764,190903159357440.0,194096165552128.0,3193006194688.0,421756288.0,423592032.0,1835744.0
764,73,v2.5_1428,run0764_iter0050,v2.5_cmaes_20260420_73_run0764,188520492695552.0,190276949770240.0,1756457074688.0,414684960.0,411151200.0,3533760.0
779,74,v2.5_0111,run0779_iter0050,v2.5_cmaes_20260420_74_run0779,188261519589376.0,205507843325952.0,17246323736576.0,409344000.0,467250432.0,57906432.0
779,76,v2.5_1203,run0779_iter0050,v2.5_cmaes_20260420_76_run0779,192133466161152.0,204368703913984.0,12235237752832.0,421503968.0,458600864.0,37096896.0
779,73,v2.5_1428,run0779_iter0050,v2.5_cmaes_20260420_73_run0779,187173852676096.0,206033993596928.0,18860140920832.0,411315072.0,466667840.0,55352768.0
794,74,v2.5_0111,run0794_iter0050,v2.5_cmaes_20260420_74_run0794,189762795208704.0,194624882737152.0,4862087528448.0,414277472.0,421994880.0,7717408.0
794,76,v2.5_1203,run0794_iter0050,v2.5_cmaes_20260420_76_run0794,191894843817984.0,196166121684992.0,4271277867008.0,423449152.0,427892992.0,4443840.0
794,73,v2.5_1428,run0794_iter0050,v2.5_cmaes_20260420_73_run0794,189452416712704.0,193417292283904.0,3964875571200.0,415043904.0,418410880.0,3366976.0
809,74,v2.5_0111,run0809_iter0050,v2.5_cmaes_20260420_74_run0809,190146221703168.0,195543200432128.0,5396978728960.0,416856384.0,423909248.0,7052864.0
809,76,v2.5_1203,run0809_iter0050,v2.5_cmaes_20260420_76_run0809,190500220960768.0,186864598253568.0,3635622707200.0,423117568.0,394528032.0,28589536.0
809,73,v2.5_1428,run0809_iter0050,v2.5_cmaes_20260420_73_run0809,187044517117952.0,193491061702656.0,6446544584704.0,409802240.0,418581984.0,8779744.0
824,74,v2.5_0111,run0824_iter0050,v2.5_cmaes_20260420_74_run0824,188359381090304.0,201656398512128.0,13297017421824.0,411165024.0,443979072.0,32814048.0
824,76,v2.5_1203,run0824_iter0050,v2.5_cmaes_20260420_76_run0824,190685927964672.0,198974510202880.0,8288582238208.0,420770432.0,434561568.0,13791136.0
824,73,v2.5_1428,run0824_iter0050,v2.5_cmaes_20260420_73_run0824,187426467217408.0,200606195122176.0,13179727904768.0,410852000.0,439384384.0,28532384.0
839,74,v2.5_0111,run0839_iter0050,v2.5_cmaes_20260420_74_run0839,186807438278656.0,194352605298688.0,7545167020032.0,410241056.0,432516864.0,22275808.0
839,76,v2.5_1203,run0839_iter0050,v2.5_cmaes_20260420_76_run0839,189768331689984.0,192473791987712.0,2705460297728.0,421119360.0,420889920.0,229440.0
839,73,v2.5_1428,run0839_iter0050,v2.5_cmaes_20260420_73_run0839,187140700897280.0,191777671741440.0,4636970844160.0,411150240.0,419411520.0,8261280.0
854,74,v2.5_0111,run0854_iter0050,v2.5_cmaes_20260420_74_run0854,189019782643712.0,176276245577728.0,12743537065984.0,413437216.0,382036608.0,31400608.0
854,76,v2.5_1203,run0854_iter0050,v2.5_cmaes_20260420_76_run0854,189336519704576.0,169205303345152.0,20131216359424.0,419841952.0,353843968.0,65997984.0
854,73,v2.5_1428,run0854_iter0050,v2.5_cmaes_20260420_73_run0854,189407755763712.0,181866732716032.0,7541023047680.0,418060992.0,385246624.0,32814368.0
869,74,v2.5_0111,run0869_iter0050,v2.5_cmaes_20260420_74_run0869,188868351492096.0,186994453905408.0,1873897586688.0,413103744.0,386587680.0,26516064.0
869,76,v2.5_1203,run0869_iter0050,v2.5_cmaes_20260420_76_run0869,190770434801664.0,183853322862592.0,6917111939072.0,422168256.0,375657536.0,46510720.0
869,73,v2.5_1428,run0869_iter0050,v2.5_cmaes_20260420_73_run0869,188552956608512.0,185117116989440.0,3435839619072.0,411109088.0,382915296.0,28193792.0
884,74,v2.5_0111,run0884_iter0050,v2.5_cmaes_20260420_74_run0884,190357430075392.0,168307604848640.0,22049825226752.0,417483520.0,341249888.0,76233632.0
884,76,v2.5_1203,run0884_iter0050,v2.5_cmaes_20260420_76_run0884,187705136775168.0,186006342991872.0,1698793783296.0,419752896.0,384228256.0,35524640.0
884,73,v2.5_1428,run0884_iter0050,v2.5_cmaes_20260420_73_run0884,189394266882048.0,181310651891712.0,8083614990336.0,414939552.0,365170336.0,49769216.0
899,74,v2.5_0111,run0899_iter0050,v2.5_cmaes_20260420_74_run0899,187676749725696.0,184397659635712.0,3279090089984.0,406502272.0,392964384.0,13537888.0
899,76,v2.5_1203,run0899_iter0050,v2.5_cmaes_20260420_76_run0899,185258448257024.0,177846509109248.0,7411939147776.0,410840160.0,370168992.0,40671168.0
899,73,v2.5_1428,run0899_iter0050,v2.5_cmaes_20260420_73_run0899,187695238217728.0,180512761053184.0,7182477164544.0,406565632.0,372331936.0,34233696.0
914,74,v2.5_0111,run0914_iter0050,v2.5_cmaes_20260420_74_run0914,187125819506688.0,192055921868800.0,4930102362112.0,408389280.0,428491264.0,20101984.0
914,76,v2.5_1203,run0914_iter0050,v2.5_cmaes_20260420_76_run0914,189253724143616.0,191018167173120.0,1764443029504.0,417781568.0,422447776.0,4666208.0
914,73,v2.5_1428,run0914_iter0050,v2.5_cmaes_20260420_73_run0914,187937316667392.0,191549568712704.0,3612252045312.0,410247040.0,421910944.0,11663904.0
929,74,v2.5_0111,run0929_iter0050,v2.5_cmaes_20260420_74_run0929,188600973000704.0,204328371486720.0,15727398486016.0,411030560.0,453919200.0,42888640.0
929,76,v2.5_1203,run0929_iter0050,v2.5_cmaes_20260420_76_run0929,190207710199808.0,198411835932672.0,8204125732864.0,419390272.0,430825344.0,11435072.0
929,73,v2.5_1428,run0929_iter0050,v2.5_cmaes_20260420_73_run0929,188569448611840.0,203975294976000.0,15405846364160.0,413133216.0,448761824.0,35628608.0
944,74,v2.5_0111,run0944_iter0050,v2.5_cmaes_20260420_74_run0944,189348498636800.0,178861732003840.0,10486766632960.0,415021472.0,387838336.0,27183136.0
944,76,v2.5_1203,run0944_iter0050,v2.5_cmaes_20260420_76_run0944,190135199072256.0,172664748507136.0,17470450565120.0,422121984.0,373330240.0,48791744.0
944,73,v2.5_1428,run0944_iter0050,v2.5_cmaes_20260420_73_run0944,188173506314240.0,180291016589312.0,7882489724928.0,413612896.0,391079488.0,22533408.0
959,74,v2.5_0111,run0959_iter0050,v2.5_cmaes_20260420_74_run0959,189054477926400.0,199150301872128.0,10095823945728.0,412047456.0,444133536.0,32086080.0
959,76,v2.5_1203,run0959_iter0050,v2.5_cmaes_20260420_76_run0959,191165135585280.0,200285146316800.0,9120010731520.0,419534080.0,436113472.0,16579392.0
959,73,v2.5_1428,run0959_iter0050,v2.5_cmaes_20260420_73_run0959,186300246261760.0,200143412396032.0,13843166134272.0,408662048.0,439454976.0,30792928.0
974,74,v2.5_0111,run0974_iter0050,v2.5_cmaes_20260420_74_run0974,187946762240000.0,190840278351872.0,2893516111872.0,413207232.0,424806016.0,11598784.0
974,76,v2.5_1203,run0974_iter0050,v2.5_cmaes_20260420_76_run0974,190824407105536.0,189674832265216.0,1149574840320.0,422772448.0,419861504.0,2910944.0
974,73,v2.5_1428,run0974_iter0050,v2.5_cmaes_20260420_73_run0974,187566926069760.0,204349846323200.0,16782920253440.0,413814464.0,453139872.0,39325408.0
989,74,v2.5_0111,run0989_iter0050,v2.5_cmaes_20260420_74_run0989,187680658817024.0,182294316843008.0,5386341974016.0,409082496.0,406830880.0,2251616.0
989,76,v2.5_1203,run0989_iter0050,v2.5_cmaes_20260420_76_run0989,190900793769984.0,196986493992960.0,6085700222976.0,422763968.0,432882016.0,10118048.0
989,73,v2.5_1428,run0989_iter0050,v2.5_cmaes_20260420_73_run0989,188692878589952.0,200144922345472.0,11452043755520.0,413416256.0,442891552.0,29475296.0
1004,74,v2.5_0111,run1004_iter0050,v2.5_cmaes_20260420_74_run1004,188239910535168.0,188178707251200.0,61203283968.0,413979520.0,408266816.0,5712704.0
1004,76,v2.5_1203,run1004_iter0050,v2.5_cmaes_20260420_76_run1004,190480390291456.0,179883984551936.0,10596405739520.0,422020416.0,383493024.0,38527392.0
1004,73,v2.5_1428,run1004_iter0050,v2.5_cmaes_20260420_73_run1004,188229995200512.0,186407150682112.0,1822844518400.0,414212224.0,404730720.0,9481504.0
1019,74,v2.5_0111,run1019_iter0050,v2.5_cmaes_20260420_74_run1019,188026957332480.0,198685539434496.0,10658582102016.0,411990368.0,450976864.0,38986496.0
1019,76,v2.5_1203,run1019_iter0050,v2.5_cmaes_20260420_76_run1019,191259675197440.0,195950182137856.0,4690506940416.0,423822784.0,441512128.0,17689344.0
1019,73,v2.5_1428,run1019_iter0050,v2.5_cmaes_20260420_73_run1019,188143928082432.0,200477245440000.0,12333317357568.0,412632832.0,453240608.0,40607776.0
1034,74,v2.5_0111,run1034_iter0050,v2.5_cmaes_20260420_74_run1034,189805493223424.0,181138014339072.0,8667478884352.0,417311680.0,408710048.0,8601632.0
1034,76,v2.5_1203,run1034_iter0050,v2.5_cmaes_20260420_76_run1034,189587204866048.0,167400930541568.0,22186274324480.0,419309824.0,369425280.0,49884544.0
1034,73,v2.5_1428,run1034_iter0050,v2.5_cmaes_20260420_73_run1034,189632788561920.0,172709845663744.0,16922942898176.0,415435008.0,386441216.0,28993792.0
1049,74,v2.5_0111,run1049_iter0050,v2.5_cmaes_20260420_74_run1049,186766753529856.0,191866322550784.0,5099569020928.0,413372480.0,423044224.0,9671744.0
1049,76,v2.5_1203,run1049_iter0050,v2.5_cmaes_20260420_76_run1049,190338455044096.0,201764125016064.0,11425669971968.0,421245248.0,442444032.0,21198784.0
1049,73,v2.5_1428,run1049_iter0050,v2.5_cmaes_20260420_73_run1049,187364492181504.0,201461078163456.0,14096585981952.0,411754400.0,442081984.0,30327584.0
1064,74,v2.5_0111,run1064_iter0050,v2.5_cmaes_20260420_74_run1064,189088955105280.0,197085848666112.0,7996893560832.0,412625856.0,438213792.0,25587936.0
1064,76,v2.5_1203,run1064_iter0050,v2.5_cmaes_20260420_76_run1064,190885711052800.0,197885350117376.0,6999639064576.0,419669568.0,434719136.0,15049568.0
1064,73,v2.5_1428,run1064_iter0050,v2.5_cmaes_20260420_73_run1064,189469613359104.0,192421832949760.0,2952219590656.0,414364864.0,427328160.0,12963296.0
1079,74,v2.5_0111,run1079_iter0050,v2.5_cmaes_20260420_74_run1079,188506668269568.0,180491823087616.0,8014845181952.0,411572736.0,389056160.0,22516576.0
1079,76,v2.5_1203,run1079_iter0050,v2.5_cmaes_20260420_76_run1079,191159095787520.0,186720582631424.0,4438513156096.0,426260512.0,382197888.0,44062624.0
1079,73,v2.5_1428,run1079_iter0050,v2.5_cmaes_20260420_73_run1079,189089575862272.0,186960966582272.0,2128609280000.0,412454304.0,381934464.0,30519840.0
1094,74,v2.5_0111,run1094_iter0050,v2.5_cmaes_20260420_74_run1094,188888349933568.0,189752041013248.0,863691079680.0,413977440.0,420552448.0,6575008.0
1094,76,v2.5_1203,run1094_iter0050,v2.5_cmaes_20260420_76_run1094,191575204298752.0,198239500369920.0,6664296071168.0,421358464.0,433561280.0,12202816.0
1094,73,v2.5_1428,run1094_iter0050,v2.5_cmaes_20260420_73_run1094,188131143843840.0,193576474509312.0,5445330665472.0,411165056.0,422780032.0,11614976.0
1109,74,v2.5_0111,run1109_iter0050,v2.5_cmaes_20260420_74_run1109,187507803160576.0,194122858102784.0,6615054942208.0,409596736.0,424405760.0,14809024.0
1109,76,v2.5_1203,run1109_iter0050,v2.5_cmaes_20260420_76_run1109,191451472330752.0,195541220720640.0,4089748389888.0,423159488.0,422650880.0,508608.0
1109,73,v2.5_1428,run1109_iter0050,v2.5_cmaes_20260420_73_run1109,188210852397056.0,196561996873728.0,8351144476672.0,411149312.0,425985024.0,14835712.0
1124,74,v2.5_0111,run1124_iter0050,v2.5_cmaes_20260420_74_run1124,189512663695360.0,192796635955200.0,3283972259840.0,416182528.0,432797600.0,16615072.0
1124,76,v2.5_1203,run1124_iter0050,v2.5_cmaes_20260420_76_run1124,192475788476416.0,206199484055552.0,13723695579136.0,424307520.0,455974400.0,31666880.0
1124,73,v2.5_1428,run1124_iter0050,v2.5_cmaes_20260420_73_run1124,190347447631872.0,204927888523264.0,14580440891392.0,415514688.0,452802112.0,37287424.0
1139,74,v2.5_0111,run1139_iter0050,v2.5_cmaes_20260420_74_run1139,188564918763520.0,161451796856832.0,27113121906688.0,418052576.0,342383040.0,75669536.0
1139,76,v2.5_1203,run1139_iter0050,v2.5_cmaes_20260420_76_run1139,191667613204480.0,181296005382144.0,10371607822336.0,424958400.0,381489024.0,43469376.0
1139,73,v2.5_1428,run1139_iter0050,v2.5_cmaes_20260420_73_run1139,190116811243520.0,175180508823552.0,14936302419968.0,417081568.0,369143168.0,47938400.0
1154,74,v2.5_0111,run1154_iter0050,v2.5_cmaes_20260420_74_run1154,188322152448000.0,190742534291456.0,2420381843456.0,414111680.0,425301856.0,11190176.0
1154,76,v2.5_1203,run1154_iter0050,v2.5_cmaes_20260420_76_run1154,189947478802432.0,191351379460096.0,1403900657664.0,420226368.0,420558208.0,331840.0
1154,73,v2.5_1428,run1154_iter0050,v2.5_cmaes_20260420_73_run1154,189821934895104.0,201003714478080.0,11181779582976.0,415162816.0,444749440.0,29586624.0
1169,74,v2.5_0111,run1169_iter0050,v2.5_cmaes_20260420_74_run1169,188933161877504.0,202380972916736.0,13447811039232.0,416840096.0,440252064.0,23411968.0
1169,76,v2.5_1203,run1169_iter0050,v2.5_cmaes_20260420_76_run1169,191631022096384.0,201154323546112.0,9523301449728.0,423194528.0,438161536.0,14967008.0
1169,73,v2.5_1428,run1169_iter0050,v2.5_cmaes_20260420_73_run1169,189888657883136.0,198975500058624.0,9086842175488.0,416657024.0,432209568.0,15552544.0
1184,74,v2.5_0111,run1184_iter0050,v2.5_cmaes_20260420_74_run1184,188391979220992.0,183328179224576.0,5063799996416.0,414066112.0,401197536.0,12868576.0
1184,76,v2.5_1203,run1184_iter0050,v2.5_cmaes_20260420_76_run1184,190897052450816.0,195906511044608.0,5009458593792.0,421894208.0,421823008.0,71200.0
1184,73,v2.5_1428,run1184_iter0050,v2.5_cmaes_20260420_73_run1184,189183880593408.0,183034158514176.0,6149722079232.0,413078848.0,401300960.0,11777888.0
1199,74,v2.5_0111,run1199_iter0050,v2.5_cmaes_20260420_74_run1199,189277396795392.0,180675298721792.0,8602098073600.0,414636992.0,356071168.0,58565824.0
1199,76,v2.5_1203,run1199_iter0050,v2.5_cmaes_20260420_76_run1199,192380594552832.0,184940671008768.0,7439923544064.0,425500000.0,382229088.0,43270912.0
1199,73,v2.5_1428,run1199_iter0050,v2.5_cmaes_20260420_73_run1199,189950314151936.0,179496531525632.0,10453782626304.0,415024640.0,347999328.0,67025312.0
1214,74,v2.5_0111,run1214_iter0050,v2.5_cmaes_20260420_74_run1214,189110178283520.0,158231057924096.0,30879120359424.0,416886720.0,329408192.0,87478528.0
1214,76,v2.5_1203,run1214_iter0050,v2.5_cmaes_20260420_76_run1214,191993963610112.0,164897602142208.0,27096361467904.0,423639040.0,352494816.0,71144224.0
1214,73,v2.5_1428,run1214_iter0050,v2.5_cmaes_20260420_73_run1214,189600425312256.0,155489811824640.0,34110613487616.0,415298656.0,318003104.0,97295552.0
1229,74,v2.5_0111,run1229_iter0050,v2.5_cmaes_20260420_74_run1229,188009290924032.0,194603961548800.0,6594670624768.0,410700832.0,422802688.0,12101856.0
1229,76,v2.5_1203,run1229_iter0050,v2.5_cmaes_20260420_76_run1229,191464608890880.0,190056463597568.0,1408145293312.0,422502592.0,405757760.0,16744832.0
1229,73,v2.5_1428,run1229_iter0050,v2.5_cmaes_20260420_73_run1229,189621111619584.0,194213673172992.0,4592561553408.0,413355616.0,422645216.0,9289600.0
1244,74,v2.5_0111,run1244_iter0050,v2.5_cmaes_20260420_74_run1244,187767346692096.0,199216706093056.0,11449359400960.0,412249696.0,446002848.0,33753152.0
1244,76,v2.5_1203,run1244_iter0050,v2.5_cmaes_20260420_76_run1244,191344735682560.0,198462184357888.0,7117448675328.0,423193696.0,443932992.0,20739296.0
1244,73,v2.5_1428,run1244_iter0050,v2.5_cmaes_20260420_73_run1244,189211428782080.0,197295261876224.0,8083833094144.0,415562400.0,435391488.0,19829088.0
1259,74,v2.5_0111,run1259_iter0050,v2.5_cmaes_20260420_74_run1259,191019710676992.0,191174665043968.0,154954366976.0,420282720.0,403226944.0,17055776.0
1259,76,v2.5_1203,run1259_iter0050,v2.5_cmaes_20260420_76_run1259,193149897015296.0,189716624310272.0,3433272705024.0,427863424.0,392758336.0,35105088.0
1259,73,v2.5_1428,run1259_iter0050,v2.5_cmaes_20260420_73_run1259,190687974785024.0,190787883106304.0,99908321280.0,419493376.0,398221856.0,21271520.0
1274,74,v2.5_0111,run1274_iter0050,v2.5_cmaes_20260420_74_run1274,187890457903104.0,185879138140160.0,2011319762944.0,412140288.0,417718400.0,5578112.0
1274,76,v2.5_1203,run1274_iter0050,v2.5_cmaes_20260420_76_run1274,191891974914048.0,197716302888960.0,5824327974912.0,423787456.0,440240640.0,16453184.0
1274,73,v2.5_1428,run1274_iter0050,v2.5_cmaes_20260420_73_run1274,188928061603840.0,184205912834048.0,4722148769792.0,413875040.0,405386816.0,8488224.0
1289,74,v2.5_0111,run1289_iter0050,v2.5_cmaes_20260420_74_run1289,188550473580544.0,181774357364736.0,6776116215808.0,415412256.0,411712832.0,3699424.0
1289,76,v2.5_1203,run1289_iter0050,v2.5_cmaes_20260420_76_run1289,191201709916160.0,204236348456960.0,13034638540800.0,425200256.0,456555648.0,31355392.0
1289,73,v2.5_1428,run1289_iter0050,v2.5_cmaes_20260420_73_run1289,188275444678656.0,209806484832256.0,21531040153600.0,415207424.0,471282400.0,56074976.0
1304,74,v2.5_0111,run1304_iter0050,v2.5_cmaes_20260420_74_run1304,189522042159104.0,176306679447552.0,13215362711552.0,417202336.0,385319040.0,31883296.0
1304,76,v2.5_1203,run1304_iter0050,v2.5_cmaes_20260420_76_run1304,191369599516672.0,183751384498176.0,7618215018496.0,425473920.0,396194144.0,29279776.0
1304,73,v2.5_1428,run1304_iter0050,v2.5_cmaes_20260420_73_run1304,189959575175168.0,178156887605248.0,11802687569920.0,415970112.0,384348320.0,31621792.0
1319,74,v2.5_0111,run1319_iter0050,v2.5_cmaes_20260420_74_run1319,190137749209088.0,205732490248192.0,15594741039104.0,416774432.0,464179936.0,47405504.0
1319,76,v2.5_1203,run1319_iter0050,v2.5_cmaes_20260420_76_run1319,191086467219456.0,206037466480640.0,14950999261184.0,422583808.0,455868512.0,33284704.0
1319,73,v2.5_1428,run1319_iter0050,v2.5_cmaes_20260420_73_run1319,190410949394432.0,206380510216192.0,15969560821760.0,417465408.0,458914016.0,41448608.0
1334,74,v2.5_0111,run1334_iter0050,v2.5_cmaes_20260420_74_run1334,190076713697280.0,190291898269696.0,215184572416.0,418516224.0,404556704.0,13959520.0
1334,76,v2.5_1203,run1334_iter0050,v2.5_cmaes_20260420_76_run1334,191987454050304.0,187975317061632.0,4012136988672.0,425363200.0,404041216.0,21321984.0
1334,73,v2.5_1428,run1334_iter0050,v2.5_cmaes_20260420_73_run1334,190612192100352.0,191799767334912.0,1187575234560.0,417682720.0,407843424.0,9839296.0
1349,74,v2.5_0111,run1349_iter0050,v2.5_cmaes_20260420_74_run1349,189829853741056.0,189573866979328.0,255986761728.0,416447488.0,420496640.0,4049152.0
1349,76,v2.5_1203,run1349_iter0050,v2.5_cmaes_20260420_76_run1349,191070310760448.0,189506019917824.0,1564290842624.0,421039680.0,413149280.0,7890400.0
1349,73,v2.5_1428,run1349_iter0050,v2.5_cmaes_20260420_73_run1349,189441461190656.0,188256318652416.0,1185142538240.0,416040320.0,413846336.0,2193984.0
1364,74,v2.5_0111,run1364_iter0050,v2.5_cmaes_20260420_74_run1364,190326811656192.0,165991174635520.0,24335637020672.0,419677440.0,344460096.0,75217344.0
1364,76,v2.5_1203,run1364_iter0050,v2.5_cmaes_20260420_76_run1364,191974267158528.0,157985657585664.0,33988609572864.0,425601664.0,320128288.0,105473376.0
1364,73,v2.5_1428,run1364_iter0050,v2.5_cmaes_20260420_73_run1364,190089162391552.0,170520502861824.0,19568659529728.0,418480416.0,349361152.0,69119264.0
1379,74,v2.5_0111,run1379_iter0050,v2.5_cmaes_20260420_74_run1379,191082205806592.0,171970389868544.0,19111815938048.0,420976768.0,369067136.0,51909632.0
1379,76,v2.5_1203,run1379_iter0050,v2.5_cmaes_20260420_76_run1379,191427128590336.0,176784628776960.0,14642499813376.0,426172032.0,368560736.0,57611296.0
1379,73,v2.5_1428,run1379_iter0050,v2.5_cmaes_20260420_73_run1379,190783017713664.0,173870980005888.0,16912037707776.0,417635584.0,368496832.0,49138752.0
1394,74,v2.5_0111,run1394_iter0050,v2.5_cmaes_20260420_74_run1394,190313591209984.0,154095776169984.0,36217815040000.0,420427072.0,337331104.0,83095968.0
1394,76,v2.5_1203,run1394_iter0050,v2.5_cmaes_20260420_76_run1394,191630300676096.0,153932382863360.0,37697917812736.0,424089952.0,342303968.0,81785984.0
1394,73,v2.5_1428,run1394_iter0050,v2.5_cmaes_20260420_73_run1394,190749631053824.0,152382755307520.0,38366875746304.0,421756160.0,332501632.0,89254528.0
1409,74,v2.5_0111,run1409_iter0050,v2.5_cmaes_20260420_74_run1409,190870292791296.0,189588362493952.0,1281930297344.0,419543840.0,426590272.0,7046432.0
1409,76,v2.5_1203,run1409_iter0050,v2.5_cmaes_20260420_76_run1409,192280971444224.0,182983994638336.0,9296976805888.0,427077888.0,410568672.0,16509216.0
1409,73,v2.5_1428,run1409_iter0050,v2.5_cmaes_20260420_73_run1409,191097993166848.0,183613039575040.0,7484953591808.0,419601664.0,410836608.0,8765056.0
1424,74,v2.5_0111,run1424_iter0050,v2.5_cmaes_20260420_74_run1424,190053661802496.0,191058080169984.0,1004418367488.0,418847936.0,412512544.0,6335392.0
1424,76,v2.5_1203,run1424_iter0050,v2.5_cmaes_20260420_76_run1424,190997212430336.0,189606632882176.0,1390579548160.0,424412160.0,396942912.0,27469248.0
1424,73,v2.5_1428,run1424_iter0050,v2.5_cmaes_20260420_73_run1424,191726014693376.0,184210174246912.0,7515840446464.0,424415488.0,383148416.0,41267072.0
1439,74,v2.5_0111,run1439_iter0050,v2.5_cmaes_20260420_74_run1439,190757281464320.0,165199625584640.0,25557655879680.0,419907200.0,325072832.0,94834368.0
1439,76,v2.5_1203,run1439_iter0050,v2.5_cmaes_20260420_76_run1439,190765200310272.0,177176024449024.0,13589175861248.0,422907840.0,357770880.0,65136960.0
1439,73,v2.5_1428,run1439_iter0050,v2.5_cmaes_20260420_73_run1439,190489751977984.0,176433582309376.0,14056169668608.0,418251680.0,346643328.0,71608352.0
1454,74,v2.5_0111,run1454_iter0050,v2.5_cmaes_20260420_74_run1454,190782514397184.0,168411590033408.0,22370924363776.0,419639456.0,372847360.0,46792096.0
1454,76,v2.5_1203,run1454_iter0050,v2.5_cmaes_20260420_76_run1454,190546425413632.0,165296698556416.0,25249726857216.0,422667232.0,365177888.0,57489344.0
1454,73,v2.5_1428,run1454_iter0050,v2.5_cmaes_20260420_73_run1454,191400117272576.0,166014595629056.0,25385521643520.0,420220608.0,366277248.0,53943360.0
1469,74,v2.5_0111,run1469_iter0050,v2.5_cmaes_20260420_74_run1469,191147955716096.0,182607748792320.0,8540206923776.0,421036416.0,404027904.0,17008512.0
1469,76,v2.5_1203,run1469_iter0050,v2.5_cmaes_20260420_76_run1469,191478919856128.0,171709000843264.0,19769919012864.0,423970144.0,372422272.0,51547872.0
1469,73,v2.5_1428,run1469_iter0050,v2.5_cmaes_20260420_73_run1469,190475491344384.0,195319056826368.0,4843565481984.0,422074304.0,426739808.0,4665504.0
1484,74,v2.5_0111,run1484_iter0050,v2.5_cmaes_20260420_74_run1484,192088419336192.0,149158291832832.0,42930127503360.0,422306432.0,297237824.0,125068608.0
1484,76,v2.5_1203,run1484_iter0050,v2.5_cmaes_20260420_76_run1484,191216641638400.0,150821685690368.0,40394955948032.0,429432256.0,299090752.0,130341504.0
1484,73,v2.5_1428,run1484_iter0050,v2.5_cmaes_20260420_73_run1484,191254944022528.0,157934252195840.0,33320691826688.0,422933760.0,313914976.0,109018784.0
1499,74,v2.5_0111,run1499_iter0050,v2.5_cmaes_20260420_74_run1499,191598491074560.0,184876212944896.0,6722278129664.0,421994240.0,412475520.0,9518720.0
1499,76,v2.5_1203,run1499_iter0050,v2.5_cmaes_20260420_76_run1499,190826705584128.0,193513660612608.0,2686955028480.0,424918400.0,421093088.0,3825312.0
1499,73,v2.5_1428,run1499_iter0050,v2.5_cmaes_20260420_73_run1499,190439219003392.0,182841639960576.0,7597579042816.0,421323904.0,400280512.0,21043392.0
